Viral protein,Human protein,Link,Supplementary,Reference,Useful information
Orf7b,SYMPK,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7a,INTS5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf8,CXCL5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7a,AGMAT,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,GALNT1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,SAMD8,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,GAL3ST1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,IRAK1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,STUB1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,C2CD2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,SLC4A2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,B4GAT1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,RAB32,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,DDR1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TM9SF4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
N,VASP,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,SCAP,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,CALML5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,FAS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,SPINT2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TIMM17A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,SMS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TUSC3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
E,RPL39,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,MAN1B1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp7,RABGAP1L,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,OPN3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,STX5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,SNX17,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TGOLN2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,GBF1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,VTI1A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,WWP2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,PYROXD2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,SEMA4B,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,MYOF,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,ATP6AP1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,ELOVL7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TCIRG1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,PMEPA1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,CYBRD1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp6,ATP6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,CELSR2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
S,ZDHHC5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,UCHL1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TMEM256,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,RHBDF2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,PROCR,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,ATP2B4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp4,HFE,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TMEM223,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7a,FAM20B,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,SLC30A5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,ALG6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,PCDHAC2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,NCEH1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,PTPRJ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp6,FAM8A1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,AK4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7a,STK11IP,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,ITPRIPL2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,CAV1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,NDFIP2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,FXYD2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,LRP12,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
N,GSK3A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp6,EBP,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,GNA13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,HARS2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,RHBDD2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,VKORC1L1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TMEM70,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,DAGLB,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,ZDHHC18,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,SCCPDH,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,TMEM41A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,IGF2R,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,MTX1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TNFRSF10A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp9,NEK9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,GGH,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,NDUFS2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,NR5A2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,PCCB,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,MCFD2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,PTPRA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,GPR37,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,ZDHHC9,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,NOTCH3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,ERBB2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,STARD3NL,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,POLD3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,NDUFA10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TMEM254,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,RAB7A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,CANT1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,MFSD10,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp6,HLA-DMB,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp6,SLC7A6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7a,STOML2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,SGCB,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,AKR1B1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,PLD3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,DCBLD2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,COMT,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,TYW1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,BSCL2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,UPK1B,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,ATP6V0A2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp6,COG7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,ZDHHC5,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,ABHD16A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TMEM106C,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,STEAP3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TPBG,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7a,NCAPD3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,CTNNA1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,LAPTM4A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,ADPGK,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
N,PFDN2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,VPS39,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,GNAQ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,ANO6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,NRG1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TMEM156,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,WDR83OS,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,RELL1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,RAB1A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,NRSN2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,ALDH5A1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,SCAMP4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,NDUFB11,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,ATP12A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,SMIM1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,RAB7A,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,TMTC4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,ATP7B,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,CUX1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp15,SPIRE1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,PIGO,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,TMED2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,ST7,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,RAB13,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Nsp6,GCNT3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,COX2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf7b,CNTNAP3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,RUFY2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
M,SLC37A4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
Orf3a,AHCYL1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8102073/bin/mmc3.xlsx,,
